Set,PPG-MAE,BCG-MAE,rPPG-MAE,PPG-SDE,BCG-SDE,rPPG-SDE,PPG-MSE,BCG-MSE,rPPG-MSE,PPG-RMSE,BCG-RMSE,rPPG-RMSE,PPG-PCC,BCG-PCC,rPPG-PCC
s50,0.680936585,3.836644529,4.851460482,1.338060709,1.859809237,3.12847697,2.202352205,18.17873164,33.32403696,1.484032414,4.263652382,5.772697546,0.826116598,0.843517255,0.531787896
s50_talk,0.05053046,11.38186377,15.52584667,0.05844307,2.835738783,4.52039647,0.004111248,137.5882374,261.4858989,0.064119011,11.72980125,16.17052562,0.999351573,0.872288595,0.681008642
s51,0.049387611,7.028788771,19.38144089,0.057216492,1.708085232,5.237747807,0.003310304,52.32142675,403.0742531,0.057535239,7.233355152,20.07670922,0.998010546,0.528928216,0.053673637
s51_talk,0.06669425,10.18197967,11.62792457,0.082990168,4.706729244,3.98861899,0.006895639,125.8260102,151.1177113,0.083039983,11.21721936,12.2929944,0.999607115,0.654349328,0.723018039
s52,1.865015561,4.315429519,21.69756924,1.536746473,4.580389268,6.538830687,5.839872764,37.76307684,513.5408176,2.416582869,6.14516695,22.661439,0.517952057,-0.755161361,-0.468145655
s52_talk,2.522278156,11.84207961,17.43880671,1.653312236,3.274526395,9.085279622,9.095289251,150.9573725,386.6542853,3.015839726,12.28647112,19.66352678,0.858425092,0.448901838,-0.733003654
s53,0.421671697,0.994681838,1.08546006,0.721483128,0.908554418,1.492274128,0.652994957,1.085915764,2.397856221,0.808081033,1.042072821,1.548501282,0.982663149,0.970351871,0.930505356
s53_talk,0.392933694,3.233341335,2.256707459,0.693302017,2.847474416,2.456790218,0.609396792,15.19411663,6.156838638,0.780638708,3.897963139,2.481297773,0.994695326,0.908773715,0.931139714
s54,0.815757464,6.149506837,12.85903847,1.247903479,3.808356495,4.485269504,1.562267916,51.79403444,185.4539575,1.249907163,7.196807239,13.61814809,0.990787181,0.907240855,0.946736874
s55,0.019543264,2.704987327,4.156009105,0.023651904,1.587201312,2.479745453,0.000631516,9.836164448,23.42154919,0.025129984,3.136266004,4.83958151,0.999911495,0.813514575,0.605279957
s55_talk,0.028358484,1.795548973,2.660342329,0.036410894,2.488366426,2.82689375,0.001369365,6.609376108,8.780244837,0.037004936,2.570870691,2.963147792,0.999960979,0.806219762,0.740484483
s56,0.384137633,3.976382119,2.724909712,0.706195111,3.957358897,2.663058641,0.626384961,21.20461704,11.45083183,0.791444857,4.604847124,3.383907774,0.994391945,0.41352172,0.768540852
s56_talk,0.415425337,5.520033154,3.658777117,0.7283585,6.091216137,3.259992343,0.669291163,39.99975253,20.39176797,0.818102172,6.324535756,4.515724524,0.997108847,0.651777203,0.919286413
s57,0.013125033,2.830708672,2.685944388,0.01615634,1.045848183,1.670562636,0.000262834,9.106710005,9.896542504,0.01621217,3.017732593,3.145877064,0.999957205,0.898748955,0.87232052
s57_talk,0.060939433,5.199541727,4.487873508,0.112675205,2.677187254,2.620181482,0.012695706,34.20256577,26.88660766,0.112675226,5.848295971,5.185229759,0.999395443,0.732723877,0.876341512
s58,0.073255066,1.342481236,0.765902099,0.089261828,1.759596067,1.01633728,0.008515108,3.756612189,1.558807982,0.092277341,1.938198181,1.24852232,0.999853346,0.945072775,0.984716171
s58_talk,0.029817645,1.897489202,1.29225303,0.03423393,2.209348818,1.84624713,0.001326048,4.99326495,3.409224393,0.036414941,2.234561467,1.846408512,0.999980524,0.916353853,0.94166295
s59,0.034450505,1.048094525,0.410803731,0.044483167,0.210920145,0.744274831,0.001978988,1.142989442,0.70636446,0.044485819,1.069106843,0.840454913,0.999856057,0.997612953,0.960999698
s59_talk,0.030437408,9.158140177,3.410688242,0.037168033,4.89813882,3.372841502,0.001382975,107.8632954,17.07260997,0.037188369,10.38572556,4.131901496,0.99998072,0.528118863,0.822963076
s60,0.017454832,12.8268962,18.72745626,0.024544798,4.11150603,5.834896362,0.000716342,181.433748,384.7636334,0.026764562,13.46973452,19.61539277,0.999781643,-0.358469111,-0.717981712
s60_talk,0.217416135,11.83359207,7.228912442,0.397288472,3.695994511,4.71364177,0.190241129,153.6942766,74.42051475,0.436166401,12.39734958,8.626732565,0.987111685,0.291795434,0.106415489
s61,0.021401557,11.97489659,16.52240378,0.02903839,3.972898027,5.437230538,0.000932276,159.1820672,302.5533027,0.030533194,12.61673758,17.39405941,0.999527665,0.073084526,-0.665904542
s61_talk,0.041181686,6.311548986,6.539926162,0.052169446,3.273820142,3.081000841,0.002752522,50.55354892,52.26320038,0.052464485,7.110101892,7.229329179,0.999911884,0.659464963,0.763423628
s62,0.039786308,1.717015335,3.029206337,0.051866232,0.749109401,3.21377055,0.00269181,3.509306554,19.37514983,0.051882655,1.873314323,4.401721234,0.999898889,0.979346334,0.767737318
s62_talk,0.443768252,2.826280174,2.223658333,0.723621646,3.376782188,2.059441639,0.711574898,11.48784422,9.185956246,0.84354899,3.389372246,3.030834249,0.981581786,0.646265566,0.887876124
s63,0.016978271,14.1735008,6.437502079,0.021136285,3.021761348,2.35871065,0.000470324,210.0191666,47.00494895,0.021686966,14.49203804,6.85601553,0.999994615,0.878783712,0.93205139
s63_talk,1.05602406,12.78466844,2.804570112,0.971056127,3.100302328,1.529623685,2.021181908,173.0596216,9.759753572,1.421682773,13.15521272,3.12406043,0.982110908,0.793233038,0.954038619
s64,0.047968983,4.646541007,0.774459318,0.056124291,4.930747546,1.288423327,0.003658666,27.81713155,1.666672347,0.060486911,5.274194872,1.290996649,0.999841378,0.259861026,0.914006101
s64_talk,0.411912702,3.064617044,2.929273452,0.722828239,3.084054667,3.123268966,0.666346742,14.77739198,12.17130518,0.816300644,3.844137351,3.48873977,0.989400186,0.814364803,0.771814923
s65,0.065773347,1.578361421,1.03351001,0.13773879,2.011329723,1.265028488,0.022559505,4.045503141,1.712709922,0.150198219,2.011343616,1.308705438,0.999945982,0.886702268,0.959049474
s65_talk,3.136896838,10.00830417,4.39252618,2.405367395,5.374580657,4.285161343,12.57479837,129.0522695,33.31892732,3.546096216,11.3601175,5.77225496,0.943559475,0.582304441,0.745059056
s66,0.015779106,1.056656414,2.378943882,0.019984373,0.737583163,1.917233998,0.000446931,1.191981546,9.309197578,0.021140744,1.091779074,3.051097766,0.999976612,0.97060629,0.812251284
s66_talk,0.273759536,2.146758076,5.24114339,0.678704994,2.047740757,2.273881544,0.519338904,7.2095518,32.64012131,0.720651722,2.685060856,5.71315336,0.976390834,0.86158394,0.919232455
s67,0.02439735,4.538756921,2.883508293,0.028906727,2.741412926,1.512373497,0.000851975,27.54816,10.60189367,0.029188605,5.248634108,3.256054924,0.999951637,0.509716867,0.860714576
s67_talk,0.070183699,7.300796527,2.522921475,0.077717366,3.07566246,2.363528419,0.006295442,62.74160237,11.75459173,0.079343822,7.920959687,3.428497007,0.999901851,0.814458806,0.897243132
s68,0.309913234,10.17333101,5.302904451,0.609540923,2.741926929,2.202843898,0.446027816,111.014827,32.97331686,0.667853139,10.53635739,5.742239708,0.82295249,0.842319362,0.48921324
s68_talk,0.415220303,9.524205127,7.833972531,0.749826037,4.582231175,2.182131122,0.662722622,111.7073258,66.13282185,0.814077774,10.56916864,8.132208916,0.918100739,0.305775802,0.798257289
s69,0.027735367,2.486348773,0.410069683,0.032151024,1.513353535,0.744879917,0.001183542,8.472169145,0.709100579,0.034402638,2.910699082,0.8420811,0.9999456,0.921939623,0.974241065
s70,0.871949476,2.495201089,2.382232397,1.192772136,1.249691111,1.518074069,2.175143221,7.78775635,7.979580072,1.474836676,2.790655183,2.824815051,0.853765856,0.765365805,0.754763998
s70_talk,0.630020412,10.81678552,6.618345457,0.897036714,3.50989159,3.38569077,1.16028374,129.3221879,55.26539858,1.077164676,11.37199138,7.434070122,0.894375717,0.615512317,0.699108517
s71,0.038340575,1.13296785,0.195270801,0.0459781,0.315787437,0.258394637,0.002208817,1.383337855,0.096553188,0.04699805,1.17615384,0.310730089,0.999958089,0.999036596,0.998909291
s71_talk,0.058236899,4.9943922,1.021824434,0.080156615,3.195510423,1.485122772,0.006484483,32.95253648,2.246269314,0.080526286,5.740429991,1.498755922,0.999911665,0.852163611,0.970074277
s72,0.82909094,1.54652622,9.528482163,1.34885826,1.782329451,3.394290817,2.483980595,3.318228275,102.3131825,1.576064908,1.821600471,10.1149979,0.878158028,0.806358556,0.175857487
s72_talk,0.035356801,5.498402999,2.756994293,0.042927009,5.644232304,2.122988212,0.001849118,37.3000368,9.615218621,0.043001367,6.107375607,3.100841599,0.999962359,0.217698056,0.908331511
s74,0.021325531,1.363220176,4.647204421,0.025710806,1.615793494,3.363254829,0.000704964,4.111809022,32.03880716,0.026551154,2.027759607,5.660283311,0.999982091,0.930931405,0.658671261
s74_talk,1.99603153,8.183234698,12.71905348,2.319036548,2.926281899,3.393450357,9.333685173,75.52845587,173.2898268,3.055108046,8.690710895,13.16395939,0.909196229,0.860014261,0.790217217
s75,0.0248651,1.194922699,7.038395902,0.033864235,1.197697036,3.392533473,0.001154942,1.755624222,61.04830024,0.033984438,1.324999707,7.81334117,0.999988242,0.984083141,0.864017342
s75_talk,0.049284563,10.60381128,1.617483653,0.058072271,3.440808878,1.048079444,0.003656941,124.2799795,3.714723889,0.060472643,11.14809309,1.927361899,0.999934296,0.737701835,0.979568928
s76,0.036775554,1.385546835,1.398108047,0.04343525,0.808638019,0.959744161,0.001888276,2.57222355,2.85238737,0.0434543,1.603815311,1.688901232,0.999777547,0.947422746,0.931123643
s76_talk,0.032048741,1.9395214,1.844506433,0.042430664,2.167336069,1.072432571,0.001839265,6.144098711,4.546757717,0.042886657,2.478729253,2.132312762,0.999927974,0.817456764,0.981512476
s77,0.041743064,6.597845523,4.256537638,0.053907148,2.802238396,3.622315809,0.003015488,51.38410557,31.20684791,0.054913458,7.168270752,5.58630897,0.999902128,0.739150315,0.717725231
s77_talk,0.397517978,6.526449148,2.556681714,0.688527502,7.142945108,3.357605143,0.585926949,60.02573822,11.54079052,0.765458653,7.747627909,3.397173902,0.990556196,-0.092528515,0.826738155
s78,0.031092002,3.737353178,0.211243728,0.036660044,1.741757007,0.421141231,0.001372565,17.00152625,0.179072827,0.037048145,4.123290706,0.423169974,0.9999737,0.938585079,0.997545231
s78_talk,0.383990897,6.537746372,2.236034957,0.727471988,3.590892513,2.591039277,0.65934366,55.63663666,8.915306283,0.811999791,7.458997028,2.985851015,0.989465028,0.638665751,0.816037026
s79,0.0438605,8.554267613,11.40449117,0.044898183,4.446759795,5.403186358,0.003373935,92.94916707,159.2568418,0.058085582,9.641014836,12.61970054,0.999946519,0.194518864,0.157922119
s79_talk,0.049674554,2.491845973,2.445605892,0.041373281,2.910025844,2.397817192,0.003440345,8.923383585,10.5861005,0.058654455,2.987203305,3.253628821,0.999979313,0.844425454,0.900551498
s80,0.097633074,1.69491784,0.100004252,0.124255702,2.013843456,0.126316489,0.015440189,4.509372508,0.016217296,0.124258557,2.123528316,0.127347147,0.999708851,0.931222565,0.999691794
s80_talk,1.678147866,5.532848898,3.40682712,2.835446291,6.16138808,3.39391401,10.64259688,40.16691849,21.39599052,3.262299324,6.337737648,4.62558002,0.840311285,0.181318469,0.760587181
s81,1.146784906,6.987981747,8.572018819,1.477922901,2.968957135,3.197872066,3.440177774,57.64659537,83.70589239,1.854771623,7.592535503,9.149092435,0.808146147,0.82933297,0.396737722
s81_talk,0.025860086,2.399991749,4.904666976,0.033947818,1.981238992,2.293606949,0.001152971,9.469907094,29.31639098,0.033955432,3.077321415,5.414461282,0.99996112,0.94521514,0.852320527
s82,0.018461953,1.525826814,0.063545159,0.021796398,0.761235789,0.077018238,0.000491322,2.907627392,0.005997303,0.022165776,1.705176645,0.077442255,0.999971203,0.965575618,0.999750639
s82_talk,0.022094054,6.206880792,0.087479646,0.027843589,3.446748792,0.132536656,0.000775348,50.4054464,0.0175937,0.027845064,7.099679317,0.132641247,0.999984817,0.792187365,0.999674475
s83,0.032402526,8.807077045,1.213672536,0.030592396,4.190453325,1.255903091,0.001677286,95.12450515,3.017794239,0.040954683,9.753179233,1.737179967,0.999934996,0.422896147,0.876635672
s83_talk,0.034188171,6.299830966,8.134366802,0.04308498,2.634507758,3.359928196,0.001930864,46.62850133,77.45704075,0.043941602,6.828506523,8.800968171,0.999889987,0.754924198,0.588425382
s84,0.018880812,1.881853449,6.109838769,0.022233401,1.994208587,4.30602998,0.000633112,6.092901765,53.75258383,0.025161713,2.468380393,7.331615363,0.999971603,0.770554253,0.257330614
s84_talk,2.424576197,3.772749509,2.584616364,1.905296737,4.591420367,2.614406517,9.506975962,25.18923818,10.94025537,3.083338444,5.018888141,3.307605686,0.918810945,0.445942538,0.840933742
s85,0.034038648,6.733681389,1.833975374,0.040331022,2.637233422,1.793550901,0.001835876,52.29746517,6.250565344,0.042847121,7.231698637,2.500113066,0.999982193,0.891686226,0.950682415
s85_talk,2.32677153,8.186675931,3.114099955,1.533971034,2.394616858,1.395361862,7.736478447,72.7558527,11.64465325,2.781452579,8.529704139,3.4124263,0.956517815,0.887613306,0.963641495
s86,0.029544364,9.492458167,1.914033659,0.033813737,2.342512969,1.553768235,0.001336725,95.59412907,6.071880089,0.036561253,9.777225019,2.464118522,0.999791435,0.640824564,0.603941932
s86_talk,0.378915534,4.202322884,1.568323878,0.735086302,3.222297596,1.574445536,0.672564141,23.18939005,3.856516248,0.82010008,4.815536321,1.963801479,0.98688516,0.721769847,0.940088901
s87,0.043509632,2.766888716,0.815014975,0.053362157,2.486914906,1.074818062,0.002850251,8.96883293,1.815892857,0.053387737,2.994800983,1.347550688,0.999922395,0.770657144,0.962467944
s87_talk,0.022191646,3.835195684,0.100309813,0.029662847,2.864887813,0.145802139,0.000884838,20.66774224,0.022486984,0.029746234,4.546178861,0.149956608,0.999965232,0.719397598,0.999184203
s88,0.028033658,1.672110255,0.400883774,0.020066008,1.428269338,0.737504883,0.001135787,3.892058667,0.687660917,0.033701442,1.972830116,0.829253229,0.999988392,0.934638357,0.978923944
s88_talk,0.178544914,2.455737015,0.404309417,0.499643593,2.485276689,0.753781955,0.261029138,8.662682395,0.668489379,0.510910107,2.943243516,0.817611998,0.992792773,0.821609489,0.983465234
s89,0.020564702,10.81510216,4.333173517,0.025840214,2.457079593,1.947531499,0.00066962,123.003675,22.5413977,0.025877009,11.09070219,4.747778186,0.999969171,0.939939322,0.883427474
s89_talk,0.029198123,9.231673389,6.84327577,0.034795807,2.977469785,2.287798757,0.001446937,94.08911989,52.06444642,0.03803862,9.699954633,7.215569723,0.999940788,0.55570304,0.8583227
s90,0.047187133,2.40172606,0.614330804,0.05786133,2.936675302,0.886203637,0.003480773,8.681247892,1.063616109,0.058998072,2.946395746,1.031317657,0.999930678,0.846872711,0.982574839
s90_talk,0.03102821,10.38199382,6.634330979,0.038756134,4.332891328,3.807846889,0.001544276,126.5597429,58.51404547,0.039297272,11.24987746,7.649447397,0.999982454,0.751249225,0.860267777
s91,0.025226901,1.674947222,1.042211045,0.03034959,1.901233303,1.302429539,0.000984054,3.647902189,2.704874015,0.031369628,1.909948216,1.644650119,0.999975961,0.900893164,0.954529222
s91_talk,0.020730631,3.150515596,1.853662255,0.024225063,1.666180406,1.916390061,0.00058943,12.70190567,7.038861894,0.024278181,3.563973298,2.653085354,0.999985087,0.919637739,0.895674346
s92,0.390204417,0.909145833,5.876915702,0.734526621,0.740171018,2.45280633,0.677246259,0.922370484,40.55439706,0.822949731,0.96040121,6.368233433,0.827418857,0.850307113,0.600229928
s92_talk,0.048610161,7.873272429,3.708880009,0.067428169,2.698788199,2.201550954,0.004557575,69.27187649,18.60261752,0.067509812,8.322972816,4.313075182,0.999641382,0.868185005,0.70724962
s93,0.027695962,1.304354828,1.033466871,0.028992262,1.759432666,1.448042814,0.001315572,3.500160456,3.120580246,0.03627082,1.870871577,1.766516416,0.999983336,0.925279873,0.94931591
s93_talk,0.039118298,4.422095471,0.403916114,0.04443503,2.934080247,0.725091581,0.002242052,26.65146309,0.586703902,0.047350316,5.162505505,0.765965992,0.999916886,0.685219167,0.977485483
s94,0.025691138,1.349134933,3.808861114,0.032260257,0.820299131,2.309055602,0.001041681,2.493055733,19.83916075,0.032275086,1.578941333,4.454117281,0.999905388,0.972995846,0.498935148
s94_talk,0.045800516,3.605439398,2.664891954,0.056280939,4.716120872,2.757691924,0.003182017,23.14069631,9.973062467,0.05640937,4.810477763,3.15801559,0.999951916,0.614854457,0.876813612
s95,0.034378885,4.160499553,1.826202766,0.036298453,1.318805633,2.078432176,0.002078342,19.04900483,5.406546606,0.045588834,4.364516563,2.325198186,0.999952165,0.938768729,0.83012748
s95_talk,0.047677708,3.238951775,1.925126339,0.055507388,3.785513144,2.281274964,0.003141101,14.65800993,8.838404931,0.056045525,3.828578056,2.972945497,0.999879365,0.635203737,0.888858084
s96,0.018338616,1.172783823,8.966875603,0.024297249,0.784731309,2.536980978,0.000591023,1.991225123,86.84113057,0.024310974,1.411107764,9.318858866,0.999845243,0.778554576,0.577671143
s96_talk,0.032974524,4.504061229,4.68662827,0.039074621,4.417224277,3.047551648,0.001738005,38.1957219,31.25205559,0.041689384,6.180268756,5.590353798,0.999943184,0.371349736,0.819542577
s97,0.027642315,3.129416731,0.547226108,0.036178012,1.168740054,0.875994623,0.001355522,11.15920239,1.030360879,0.036817421,3.340539236,1.015066933,0.999935083,0.92806109,0.962424163
s97_talk,0.382600676,5.677929024,1.802415771,0.702501527,1.679500098,1.847392691,0.629448456,35.05959858,6.590354241,0.793377877,5.92111464,2.567168526,0.988443585,0.936416954,0.915716881
s98,0.059312193,14.32502939,13.42727356,0.077668527,2.989063151,3.084340219,0.006047519,214.1409655,189.8048298,0.077765799,14.63355615,13.77696737,0.999318477,0.905768405,0.719849827
s98_talk,1.04293229,11.30864379,8.873671755,1.929967926,4.832473704,5.049737449,4.755757932,151.2382265,104.1854362,2.180770032,12.2978952,10.20712674,0.732657836,0.511342207,0.248216359
s99,0.025870357,4.386461467,7.218238943,0.036238902,2.187343593,3.699904329,0.001315555,24.0255162,65.79226548,0.036270582,4.90158303,8.111243153,0.999656704,0.452609282,-0.123769409
s99_talk,0.151987293,5.811686406,5.419004182,0.188825851,5.017973809,3.993675578,0.035814348,46.48695484,39.55119055,0.189246791,6.818134264,6.288973728,0.998489033,0.122113499,0.382941239
